"1141012000110","DMC파크뷰자이2단지","84.97","2015",,,,"15","1","2015","38000"," 남가좌동","21","384","11410","0","Y"
"1141012000110","DMC파크뷰자이2단지","59.98","2015",,,,"21","4","2015","33000"," 남가좌동","14","384","11410","0","Y"
"1141012000110","DMC파크뷰자이2단지","84.99","2015",,,,"15","5","2015","40000"," 남가좌동","16","384","11410","0","Y"
"1141012000110","DMC파크뷰자이2단지","84.97","2015",,,,"21","5","2015","40000"," 남가좌동","17","384","11410","0","Y"
"1141012000110","DMC파크뷰자이2단지","59.981","2015",,,,"23","5","2015","32000"," 남가좌동","2","384","11410","0","Y"
"1141012000110","DMC파크뷰자이2단지","84.909","2015",,,,"5","6","2015","40000"," 남가좌동","18","384","11410","0","Y"
"1141012000110","DMC파크뷰자이2단지","84.97","2015",,,,"13","6","2015","28000"," 남가좌동","13","384","11410","0","Y"
"1141012000110","DMC파크뷰자이2단지","84.97","2015",,,,"16","6","2015","42000"," 남가좌동","7","384","11410","0","Y"
"1141012000110","DMC파크뷰자이2단지","59.98","2015",,,,"19","6","2015","20000"," 남가좌동","5","384","11410","50","Y"
"1141012000110","DMC파크뷰자이2단지","59.98","2015",,,,"21","6","2015","35000"," 남가좌동","6","384","11410","0","Y"
"1141012000110","DMC파크뷰자이2단지","84.99","2015",,,,"27","6","2015","40000"," 남가좌동","22","384","11410","0","Y"
"1141012000110","DMC파크뷰자이2단지","59.98","2015",,,,"27","6","2015","37000"," 남가좌동","14","384","11410","0","Y"
"1141012000110","DMC파크뷰자이2단지","59.98","2015",,,,"4","7","2015","34000"," 남가좌동","9","384","11410","0","Y"
"1141012000110","DMC파크뷰자이2단지","59.98","2015",,,,"4","7","2015","33000"," 남가좌동","8","384","11410","0","Y"
"1141012000110","DMC파크뷰자이2단지","84.97","2015",,,,"10","7","2015","40000"," 남가좌동","13","384","11410","0","Y"
"1141012000110","DMC파크뷰자이2단지","84.97","2015",,,,"11","7","2015","35000"," 남가좌동","18","384","11410","20","Y"
"1141012000110","DMC파크뷰자이2단지","84.97","2015",,,,"20","7","2015","41000"," 남가좌동","3","384","11410","0","Y"
"1141012000110","DMC파크뷰자이2단지","84.99","2015",,,,"31","7","2015","43000"," 남가좌동","19","384","11410","0","Y"
"1141012000110","DMC파크뷰자이2단지","84.91","2015",,,,"31","7","2015","30000"," 남가좌동","25","384","11410","40","Y"
"1141012000110","DMC파크뷰자이2단지","84.91","2015",,,,"1","8","2015","42000"," 남가좌동","14","384","11410","0","Y"
"1141012000110","DMC파크뷰자이2단지","84.91","2015",,,,"5","8","2015","43000"," 남가좌동","24","384","11410","0","Y"
"1141012000110","DMC파크뷰자이2단지","84.97","2015",,,,"5","8","2015","35000"," 남가좌동","11","384","11410","0","Y"
"1141012000110","DMC파크뷰자이2단지","84.97","2015",,,,"5","8","2015","44000"," 남가좌동","10","384","11410","0","Y"
"1141012000110","DMC파크뷰자이2단지","84.97","2015",,,,"6","8","2015","43000"," 남가좌동","12","384","11410","0","Y"
"1141012000110","DMC파크뷰자이2단지","84.97","2015",,,,"7","8","2015","43000"," 남가좌동","8","384","11410","0","Y"
"1141012000110","DMC파크뷰자이2단지","84.97","2015",,,,"7","8","2015","45000"," 남가좌동","19","384","11410","0","Y"
"1141012000110","DMC파크뷰자이2단지","84.99","2015",,,,"7","8","2015","43000"," 남가좌동","20","384","11410","0","Y"
