"2826011300122","1020-10","25.553","2013"," "," ","7000","1","4","2014",," 마전동","7","1020-10","28260",,"N"
"2826011300122","1020-10","27.718","2013"," "," ","7100","1","4","2014",," 마전동","7","1020-10","28260",,"N"
"2826011300122","1020-10","25.553","2013"," "," ","6500","8","7","2014",," 마전동","5","1020-10","28260",,"N"
"2826011300122","1020-10","25.612","2013",,,,"8","12","2014","500"," 마전동","6","1020-10","28260","40","Y"
"2826011300122","1020-10","25.553","2013",,,,"29","4","2016","1000"," 마전동","5","1020-10","28260","35","Y"
"2826011300122","1020-10","25.612","2013"," "," ","8450","6","9","2016",," 마전동","7","1020-10","28260",,"N"
"2826011300122","1020-10","25.612","2013",,,,"31","3","2017","500"," 마전동","5","1020-10","28260","39","Y"
"2826011300122","1020-10","25.17","2013",,,,"3","4","2017","500"," 마전동","4","1020-10","28260","43","Y"
"2826011300122","1020-10","27.718","2013"," "," ","8150","23","11","2017",," 마전동","7","1020-10","28260",,"N"
"2826011300122","1020-10","25.553","2013",,,,"27","11","2017","500"," 마전동","5","1020-10","28260","40","Y"
"2826011300122","1020-10","25.612","2013",,,,"3","2","2018","500"," 마전동","7","1020-10","28260","40","Y"
"2826011300122","1020-10","25.553","2013",,,,"4","6","2018","300"," 마전동","4","1020-10","28260","39","Y"
"2826011300122","1020-10","25.612","2013",,,,"6","10","2018","500"," 마전동","7","1020-10","28260","40","Y"
"2826011300122","1020-10","25.612","2013"," "," ","6870","31","10","2018",," 마전동","5","1020-10","28260",,"N"
"2826011300122","1020-10","25.553","2013"," "," ","6500","12","11","2018",," 마전동","5","1020-10","28260",,"N"
"2826011300122","1020-10","25.553","2013",,,,"14","11","2018","500"," 마전동","7","1020-10","28260","40","Y"
"2826011300122","1020-10","25.612","2013"," "," ","6400","21","11","2018",," 마전동","7","1020-10","28260",,"N"
