"2917011200122","문흥제일파크","49.95","1994"," "," ","4700","21","1","2006",," 문흥동","3","1010-7","29170",,"N"
"2917011200122","문흥제일파크","49.95","1994"," "," ","5030","23","1","2006",," 문흥동","5","1010-7","29170",,"N"
"2917011200122","문흥제일파크","49.95","1994"," "," ","4700","2","2","2006",," 문흥동","11","1010-7","29170",,"N"
"2917011200122","문흥제일파크","49.95","1994"," "," ","4680","3","2","2006",," 문흥동","3","1010-7","29170",,"N"
"2917011200122","문흥제일파크","49.95","1994"," "," ","4700","3","2","2006",," 문흥동","2","1010-7","29170",,"N"
"2917011200122","문흥제일파크","49.95","1994"," "," ","4500","6","2","2006",," 문흥동","15","1010-7","29170",,"N"
"2917011200122","문흥제일파크","49.95","1994"," "," ","4350","21","2","2006",," 문흥동","13","1010-7","29170",,"N"
"2917011200122","문흥제일파크","49.95","1994"," "," ","4230","23","2","2006",," 문흥동","1","1010-7","29170",,"N"
"2917011200122","문흥제일파크","49.95","1994"," "," ","4150","3","3","2006",," 문흥동","1","1010-7","29170",,"N"
"2917011200122","문흥제일파크","49.95","1994"," "," ","4600","4","3","2006",," 문흥동","3","1010-7","29170",,"N"
"2917011200122","문흥제일파크","49.95","1994"," "," ","4800","10","3","2006",," 문흥동","9","1010-7","29170",,"N"
"2917011200122","문흥제일파크","49.95","1994"," "," ","4620","13","4","2006",," 문흥동","6","1010-7","29170",,"N"
"2917011200122","문흥제일파크","49.95","1994"," "," ","4750","25","4","2006",," 문흥동","7","1010-7","29170",,"N"
"2917011200122","문흥제일파크","49.95","1994"," "," ","4300","1","5","2006",," 문흥동","8","1010-7","29170",,"N"
"2917011200122","문흥제일파크","49.95","1994"," "," ","4050","5","5","2006",," 문흥동","1","1010-7","29170",,"N"
"2917011200122","문흥제일파크","49.95","1994"," "," ","4750","15","5","2006",," 문흥동","13","1010-7","29170",,"N"
"2917011200122","문흥제일파크","49.95","1994"," "," ","5000","26","5","2006",," 문흥동","11","1010-7","29170",,"N"
"2917011200122","문흥제일파크","49.95","1994"," "," ","4600","28","6","2006",," 문흥동","3","1010-7","29170",,"N"
"2917011200122","문흥제일파크","49.95","1994"," "," ","4600","17","7","2006",," 문흥동","3","1010-7","29170",,"N"
"2917011200122","문흥제일파크","49.95","1994"," "," ","4750","18","7","2006",," 문흥동","4","1010-7","29170",,"N"
"2917011200122","문흥제일파크","49.95","1994"," "," ","4475","21","7","2006",," 문흥동","15","1010-7","29170",,"N"
"2917011200122","문흥제일파크","49.95","1994"," "," ","4175","16","8","2006",," 문흥동","1","1010-7","29170",,"N"
"2917011200122","문흥제일파크","49.95","1994"," "," ","4700","29","8","2006",," 문흥동","9","1010-7","29170",,"N"
"2917011200122","문흥제일파크","49.95","1994"," "," ","4500","30","8","2006",," 문흥동","2","1010-7","29170",,"N"
"2917011200122","문흥제일파크","49.95","1994"," "," ","4500","30","8","2006",," 문흥동","4","1010-7","29170",,"N"
"2917011200122","문흥제일파크","49.95","1994"," "," ","4600","31","8","2006",," 문흥동","15","1010-7","29170",,"N"
"2917011200122","문흥제일파크","49.95","1994"," "," ","4700","13","9","2006",," 문흥동","6","1010-7","29170",,"N"
"2917011200122","문흥제일파크","49.95","1994"," "," ","4700","5","10","2006",," 문흥동","3","1010-7","29170",,"N"
"2917011200122","문흥제일파크","49.95","1994"," "," ","4850","16","10","2006",," 문흥동","10","1010-7","29170",,"N"
"2917011200122","문흥제일파크","49.95","1994"," "," ","4500","17","10","2006",," 문흥동","4","1010-7","29170",,"N"
"2917011200122","문흥제일파크","49.95","1994"," "," ","4700","18","10","2006",," 문흥동","15","1010-7","29170",,"N"
"2917011200122","문흥제일파크","49.95","1994"," "," ","4950","20","10","2006",," 문흥동","13","1010-7","29170",,"N"
"2917011200122","문흥제일파크","49.95","1994"," "," ","4600","24","10","2006",," 문흥동","3","1010-7","29170",,"N"
"2917011200122","문흥제일파크","49.95","1994"," "," ","4850","31","10","2006",," 문흥동","9","1010-7","29170",,"N"
"2917011200122","문흥제일파크","49.95","1994"," "," ","5000","8","11","2006",," 문흥동","8","1010-7","29170",,"N"
