"1165010100276","자현유하우스","46.25","2018",,,,"12","3","2019","60000"," 방배동","5","940-4","11650","0","Y"
"1165010100276","자현유하우스","32.61","2018","","","","13","10","2019","32000"," 방배동","8","940-4","11650","0","Y"
"1165010100276","자현유하우스","42.57","2018","","","","15","10","2019","53000"," 방배동","9","940-4","11650","0","Y"
"1165010100276","자현유하우스","50.87","2018","","","","8","11","2019","59000"," 방배동","9","940-4","11650","0","Y"
"1165010100276","자현유하우스","37.87","2018","","","","15","11","2019","40000"," 방배동","7","940-4","11650","0","Y"
"1165010100276","자현유하우스","32.61","2018","","","","11","2","2020","35000"," 방배동","8","940-4","11650","0","Y"
"1165010100276","자현유하우스","32.54","2018","","","","19","2","2020","35000"," 방배동","8","940-4","11650","0","Y"
"1165010100276","자현유하우스","46.25","2018","","","","11","4","2020","5000"," 방배동","2","940-4","11650","200","Y"
"1165010100276","자현유하우스","47.47","2018","","","","11","4","2020","10000"," 방배동","3","940-4","11650","180","Y"
"1165010100276","자현유하우스","47.47","2018","","","","29","4","2020","56000"," 방배동","8","940-4","11650","0","Y"
"1165010100276","자현유하우스","41.81","2018","","","","4","5","2020","45000"," 방배동","5","940-4","11650","0","Y"
"1165010100276","자현유하우스","41.74","2018","","","","13","5","2020","48000"," 방배동","5","940-4","11650","0","Y"
"1165010100276","자현유하우스","41.74","2018","","","","23","5","2020","44000"," 방배동","4","940-4","11650","0","Y"
"1165010100276","자현유하우스","37.8","2018","","","","1","6","2020","40000"," 방배동","7","940-4","11650","0","Y"
"1165010100276","자현유하우스","41.74","2018","","","","7","6","2020","44000"," 방배동","3","940-4","11650","0","Y"
"1165010100276","자현유하우스","41.81","2018","","","","8","6","2020","2000"," 방배동","3","940-4","11650","200","Y"
"1165010100276","자현유하우스","47.47","2018","","","","4","7","2020","57000"," 방배동","7","940-4","11650","0","Y"
"1165010100276","자현유하우스","41.74","2018","","","","18","7","2020","51000"," 방배동","2","940-4","11650","0","Y"
"1165010100276","자현유하우스","33.7","2018","","","","25","7","2020","38000"," 방배동","7","940-4","11650","0","Y"
"1165010100276","자현유하우스","41.81","2018","","","","28","7","2020","47000"," 방배동","2","940-4","11650","0","Y"
"1165010100276","자현유하우스","41.81","2018","","","","30","7","2020","50000"," 방배동","5","940-4","11650","0","Y"
"1165010100276","자현유하우스","46.25","2018","","","","13","8","2020","60000"," 방배동","7","940-4","11650","0","Y"
"1165010100276","자현유하우스","41.74","2018","","","","20","8","2020","5000"," 방배동","2","940-4","11650","150","Y"
"1165010100276","자현유하우스","46.25","2018","","","","21","8","2020","60000"," 방배동","5","940-4","11650","0","Y"
"1165010100276","자현유하우스","46.25","2018","","","","1","9","2020","62000"," 방배동","6","940-4","11650","0","Y"
"1165010100276","자현유하우스","41.74","2018","","","","7","9","2020","53000"," 방배동","4","940-4","11650","0","Y"
"1165010100276","자현유하우스","37.87","2018","","","","12","9","2020","40000"," 방배동","7","940-4","11650","0","Y"
"1165010100276","자현유하우스","37.87","2018","","","","12","9","2020","44000"," 방배동","7","940-4","11650","0","Y"
"1165010100276","자현유하우스","37.8","2018","","","","15","10","2020","45000"," 방배동","6","940-4","11650","0","Y"
"1165010100276","자현유하우스","47.47","2018","","","","12","11","2020","65000"," 방배동","6","940-4","11650","0","Y"
"1165010100276","자현유하우스","47.47","2018","","","","12","11","2020","65000"," 방배동","6","940-4","11650","0","Y"
"1165010100276","자현유하우스","47.47","2018","","","","26","11","2020","64000"," 방배동","5","940-4","11650","0","Y"
"1165010100276","자현유하우스","47.47","2018","","","","2","12","2020","10000"," 방배동","4","940-4","11650","190","Y"
"1165010100276","자현유하우스","41.81","2018","","","","23","12","2020","55000"," 방배동","4","940-4","11650","0","Y"
"1165010100276","자현유하우스","41.81","2018","","","","23","12","2020","55000"," 방배동","4","940-4","11650","0","Y"
"1165010100276","자현유하우스","41.81","2018","","","","28","12","2020","55000"," 방배동","4","940-4","11650","0","Y"
"1165010100276","자현유하우스","47.47","2018","","","","13","1","2021","63000"," 방배동","4","940-4","11650","0","Y"
"1165010100276","자현유하우스","47.47","2018","","","","16","1","2021","65000"," 방배동","7","940-4","11650","0","Y"
"1165010100276","자현유하우스","44.22","2018","","","","1","3","2021","50000"," 방배동","8","940-4","11650","40","Y"
"1165010100276","자현유하우스","32.61","2018","","","","3","3","2021","36750"," 방배동","8","940-4","11650","0","Y"
"1165010100276","자현유하우스","47.47","2018","","","","4","3","2021","67000"," 방배동","6","940-4","11650","0","Y"
"1165010100276","자현유하우스","41.81","2018","","","","25","3","2021","56700"," 방배동","3","940-4","11650","0","Y"
"1165010100276","자현유하우스","37.8","2018","","","","27","3","2021","42000"," 방배동","6","940-4","11650","0","Y"
"1165010100276","자현유하우스","47.47","2018","","","","29","3","2021","67000"," 방배동","2","940-4","11650","0","Y"
"1165010100276","자현유하우스","47.47","2018","","","","30","6","2021","59850"," 방배동","7","940-4","11650","0","Y"
"1165010100276","자현유하우스","41.81","2018","","","","16","7","2021","55000"," 방배동","2","940-4","11650","0","Y"
"1165010100276","자현유하우스","46.25","2018","","","","1","9","2021","67000"," 방배동","4","940-4","11650","0","Y"
