"2623010300142","코이노빌","84.89","2004"," "," ","12000","31","7","2006",," 부전동","15","42-1","26230",,"N"
"2623010300142","코이노빌","84.89","2004"," "," ","11700","30","3","2007",," 부전동","12","42-1","26230",,"N"
"2623010300142","코이노빌","84.89","2004"," "," ","14500","21","5","2007",," 부전동","9","42-1","26230",,"N"
"2623010300142","코이노빌","84.89","2004"," "," ","9800","8","10","2007",," 부전동","8","42-1","26230",,"N"
"2623010300142","코이노빌","84.89","2004"," "," ","11500","20","12","2007",," 부전동","7","42-1","26230",,"N"
"2623010300142","코이노빌","84.89","2004"," "," ","11500","28","3","2008",," 부전동","9","42-1","26230",,"N"
"2623010300142","코이노빌","84.89","2004"," "," ","11000","28","3","2008",," 부전동","14","42-1","26230",,"N"
"2623010300142","코이노빌","84.89","2004"," "," ","10000","2","7","2008",," 부전동","4","42-1","26230",,"N"
"2623010300142","코이노빌","84.89","2004"," "," ","12000","7","8","2008",," 부전동","7","42-1","26230",,"N"
"2623010300142","코이노빌","84.89","2004"," "," ","10850","29","8","2008",," 부전동","6","42-1","26230",,"N"
"2623010300142","코이노빌","84.89","2004"," "," ","9000","8","9","2008",," 부전동","4","42-1","26230",,"N"
"2623010300142","코이노빌","84.89","2004"," "," ","12000","6","10","2008",," 부전동","11","42-1","26230",,"N"
"2623010300142","코이노빌","84.89","2004"," "," ","10000","29","12","2008",," 부전동","3","42-1","26230",,"N"
"2623010300142","코이노빌","84.89","2004"," "," ","11000","17","1","2009",," 부전동","14","42-1","26230",,"N"
"2623010300142","코이노빌","84.89","2004"," "," ","11500","11","4","2009",," 부전동","6","42-1","26230",,"N"
"2623010300142","코이노빌","84.89","2004"," "," ","12500","3","11","2009",," 부전동","11","42-1","26230",,"N"
"2623010300142","코이노빌","84.89","2004"," "," ","16300","8","11","2010",," 부전동","12","42-1","26230",,"N"
"2623010300142","코이노빌","84.89","2004"," "," ","18000","18","7","2011",," 부전동","13","42-1","26230",,"N"
"2623010300142","코이노빌","84.89","2004"," "," ","17800","16","12","2011",," 부전동","5","42-1","26230",,"N"
"2623010300142","코이노빌","84.89","2004",,,,"21","12","2011","15000"," 부전동","8","42-1","26230","0","Y"
"2623010300142","코이노빌","84.89","2004"," "," ","19500","10","3","2012",," 부전동","15","42-1","26230",,"N"
"2623010300142","코이노빌","84.89","2004"," "," ","18800","14","5","2013",," 부전동","9","42-1","26230",,"N"
"2623010300142","코이노빌","84.89","2004"," "," ","20000","11","9","2013",," 부전동","14","42-1","26230",,"N"
"2623010300142","코이노빌","84.89","2004"," "," ","18700","7","12","2013",," 부전동","8","42-1","26230",,"N"
"2623010300142","코이노빌","84.89","2004"," "," ","21500","23","1","2014",," 부전동","13","42-1","26230",,"N"
"2623010300142","코이노빌","84.89","2004"," "," ","21100","27","3","2014",," 부전동","8","42-1","26230",,"N"
"2623010300142","코이노빌","84.89","2004"," "," ","19500","17","4","2014",," 부전동","8","42-1","26230",,"N"
"2623010300142","코이노빌","84.89","2004"," "," ","22500","1","6","2014",," 부전동","8","42-1","26230",,"N"
"2623010300142","코이노빌","84.89","2004"," "," ","10000","16","2","2015",," 부전동","3","42-1","26230",,"N"
"2623010300142","코이노빌","84.89","2004"," "," ","23000","22","5","2015",," 부전동","10","42-1","26230",,"N"
"2623010300142","코이노빌","84.89","2004"," "," ","22800","1","6","2015",," 부전동","13","42-1","26230",,"N"
"2623010300142","코이노빌","84.89","2004"," "," ","17700","11","6","2015",," 부전동","3","42-1","26230",,"N"
"2623010300142","코이노빌","84.89","2004",,,,"9","9","2015","15000"," 부전동","3","42-1","26230","0","Y"
"2623010300142","코이노빌","84.89","2004",,,,"30","9","2015","2000"," 부전동","3","42-1","26230","60","Y"
"2623010300142","코이노빌","84.89","2004"," "," ","22500","21","10","2015",," 부전동","3","42-1","26230",,"N"
"2623010300142","코이노빌","84.89","2004"," "," ","24000","17","3","2016",," 부전동","8","42-1","26230",,"N"
"2623010300142","코이노빌","84.89","2004"," "," ","22700","28","3","2016",," 부전동","7","42-1","26230",,"N"
"2623010300142","코이노빌","84.89","2004"," "," ","19000","25","7","2016",," 부전동","10","42-1","26230",,"N"
"2623010300142","코이노빌","84.89","2004",,,,"22","8","2016","2000"," 부전동","5","42-1","26230","65","Y"
"2623010300142","코이노빌","84.89","2004"," "," ","26500","13","2","2017",," 부전동","15","42-1","26230",,"N"
"2623010300142","코이노빌","84.89","2004"," "," ","23500","1","3","2017",," 부전동","10","42-1","26230",,"N"
"2623010300142","코이노빌","84.89","2004",,,,"21","3","2017","16000"," 부전동","3","42-1","26230","0","Y"
"2623010300142","코이노빌","84.89","2004",,,,"16","5","2017","3000"," 부전동","14","42-1","26230","55","Y"
"2623010300142","코이노빌","84.89","2004"," "," ","23000","2","9","2017",," 부전동","4","42-1","26230",,"N"
"2623010300142","코이노빌","84.89","2004",,,,"16","9","2017","5000"," 부전동","5","42-1","26230","45","Y"
"2623010300142","코이노빌","84.89","2004"," "," ","24000","28","10","2017",," 부전동","5","42-1","26230",,"N"
"2623010300142","코이노빌","84.89","2004"," "," ","25200","8","2","2019",," 부전동","14","42-1","26230",,"N"
"2623010300142","코이노빌","84.89","2004",,,,"5","3","2019","3000"," 부전동","7","42-1","26230","55","Y"
"2623010300142","코이노빌","84.89","2004"," "," ","25000","8","7","2020",," 부전동","3","42-1","26230",,"N"
"2623010300142","코이노빌","84.89","2004",,,,"2","12","2020","2000"," 부전동","10","42-1","26230","70","Y"
"2623010300142","코이노빌","84.89","2004","21.05.04","O","20000","10","4","2021",," 부전동","3","42-1","26230",,"N"
"2623010300142","코이노빌","84.89","2004"," "," ","20000","10","4","2021",," 부전동","3","42-1","26230",,"N"
