"2920011800101","대라수 아파트","68.8307","2017",,,,"9","12","2017","18000"," 신창동","4","1290","29200","0","Y"
"2920011800101","대라수 아파트","68.8307","2017",,,,"17","12","2017","6000"," 신창동","11","1290","29200","45","Y"
"2920011800101","대라수 아파트","59.9227","2017",,,,"23","12","2017","15000"," 신창동","11","1290","29200","0","Y"
"2920011800101","대라수 아파트","68.746",""," "," ","24120","27","12","2017",," 신창동","7","1290","29200",,"N"
"2920011800101","대라수 아파트","68.746",""," "," ","22860","27","12","2017",," 신창동","2","1290","29200",,"N"
"2920011800101","대라수 아파트","68.746",""," "," ","23280","27","12","2017",," 신창동","4","1290","29200",,"N"
"2920011800101","대라수 아파트","68.746",""," "," ","24120","27","12","2017",," 신창동","6","1290","29200",,"N"
"2920011800101","대라수 아파트","68.8307","2017",,,,"29","12","2017","3000"," 신창동","4","1290","29200","60","Y"
"2920011800101","대라수 아파트","68.8307","2017",,,,"4","1","2018","5000"," 신창동","2","1290","29200","40","Y"
"2920011800101","대라수 아파트","68.8307","2017",,,,"4","1","2018","19000"," 신창동","11","1290","29200","0","Y"
"2920011800101","대라수 아파트","68.8307","2017",,,,"4","1","2018","3000"," 신창동","15","1290","29200","60","Y"
"2920011800101","대라수 아파트","68.8307",""," "," ","32560","8","1","2018",," 신창동","20","1290","29200",,"N"
"2920011800101","대라수 아파트","68.746","2017",,,,"11","1","2018","19000"," 신창동","15","1290","29200","0","Y"
"2920011800101","대라수 아파트","68.4658","2017",,,,"11","1","2018","20000"," 신창동","20","1290","29200","0","Y"
"2920011800101","대라수 아파트","68.746","2017",,,,"11","1","2018","5000"," 신창동","18","1290","29200","48","Y"
"2920011800101","대라수 아파트","68.4658","2017",,,,"15","1","2018","19000"," 신창동","19","1290","29200","0","Y"
"2920011800101","대라수 아파트","68.8307","2017",,,,"16","1","2018","18000"," 신창동","11","1290","29200","0","Y"
"2920011800101","대라수 아파트","68.8307","2017",,,,"16","1","2018","10000"," 신창동","2","1290","29200","0","Y"
"2920011800101","대라수 아파트","68.8307","2017",,,,"18","1","2018","18000"," 신창동","10","1290","29200","0","Y"
"2920011800101","대라수 아파트","68.8307",""," "," ","23890","19","1","2018",," 신창동","15","1290","29200",,"N"
"2920011800101","대라수 아파트","68.4658","2017",,,,"19","1","2018","19000"," 신창동","11","1290","29200","0","Y"
"2920011800101","대라수 아파트","68.746","2017",,,,"19","1","2018","2500"," 신창동","2","1290","29200","60","Y"
"2920011800101","대라수 아파트","68.8307","2017",,,,"20","1","2018","19000"," 신창동","17","1290","29200","0","Y"
"2920011800101","대라수 아파트","68.8307","2017",,,,"22","1","2018","19000"," 신창동","4","1290","29200","0","Y"
"2920011800101","대라수 아파트","68.8307","2017",,,,"23","1","2018","20000"," 신창동","16","1290","29200","0","Y"
"2920011800101","대라수 아파트","68.8307",""," "," ","24090","24","1","2018",," 신창동","12","1290","29200",,"N"
"2920011800101","대라수 아파트","59.9227","2017",,,,"26","1","2018","5000"," 신창동","2","1290","29200","40","Y"
"2920011800101","대라수 아파트","68.8307","2017",,,,"27","1","2018","10000"," 신창동","3","1290","29200","0","Y"
"2920011800101","대라수 아파트","68.8307","2017",,,,"29","1","2018","5000"," 신창동","8","1290","29200","60","Y"
"2920011800101","대라수 아파트","68.8307",""," "," ","24251","1","2","2018",," 신창동","13","1290","29200",,"N"
"2920011800101","대라수 아파트","59.9227",""," "," ","29390","2","2","2018",," 신창동","20","1290","29200",,"N"
"2920011800101","대라수 아파트","68.746","2017",,,,"3","2","2018","19000"," 신창동","7","1290","29200","0","Y"
"2920011800101","대라수 아파트","68.4658",""," "," ","24140","5","2","2018",," 신창동","13","1290","29200",,"N"
"2920011800101","대라수 아파트","68.8307","2017",,,,"5","2","2018","19000"," 신창동","10","1290","29200","0","Y"
"2920011800101","대라수 아파트","68.8307","2017",,,,"17","2","2018","5000"," 신창동","10","1290","29200","50","Y"
"2920011800101","대라수 아파트","68.8307",""," "," ","24140","28","2","2018",," 신창동","12","1290","29200",,"N"
"2920011800101","대라수 아파트","68.8307","2017"," "," ","23890","2","3","2018",," 신창동","13","1290","29200",,"N"
"2920011800101","대라수 아파트","68.8307",""," "," ","24190","6","3","2018",," 신창동","18","1290","29200",,"N"
"2920011800101","대라수 아파트","68.8307",""," "," ","24490","11","3","2018",," 신창동","19","1290","29200",,"N"
"2920011800101","대라수 아파트","68.8307",""," "," ","24190","15","3","2018",," 신창동","11","1290","29200",,"N"
