"1114016700103","정동상림원","175.51","2008",,,,"16","5","2012","50000"," 정동","6","15-6","11140","0","Y"
"1114016700103","정동상림원","132.82","2008",,,,"14","12","2012","34800"," 정동","6","15-6","11140","0","Y"
"1114016700103","정동상림원","116.96","2008",,,,"31","1","2013","41000"," 정동","9","15-6","11140","0","Y"
"1114016700103","정동상림원","125.4","2008",,,,"19","3","2013","43000"," 정동","3","15-6","11140","0","Y"
"1114016700103","정동상림원","137.75","2008",,,,"16","4","2013","65000"," 정동","10","15-6","11140","0","Y"
"1114016700103","정동상림원","152.09","2008",,,,"23","10","2013","45000"," 정동","2","15-6","11140","250","Y"
"1114016700103","정동상림원","160.42","2008",,,,"24","10","2013","80000"," 정동","12","15-6","11140","0","Y"
"1114016700103","정동상림원","186.2","2008",,,,"28","10","2013","60000"," 정동","6","15-6","11140","0","Y"
"1114016700103","정동상림원","132.82","2008",,,,"7","1","2014","47000"," 정동","6","15-6","11140","0","Y"
"1114016700103","정동상림원","116.96","2008",,,,"29","1","2014","10000"," 정동","2","15-6","11140","200","Y"
"1114016700103","정동상림원","132.82","2008",,,,"20","5","2014","44500"," 정동","2","15-6","11140","0","Y"
"1114016700103","정동상림원","127.26","2008",,,,"27","5","2014","44000"," 정동","3","15-6","11140","0","Y"
"1114016700103","정동상림원","154.05","2008",,,,"6","6","2014","50000"," 정동","5","15-6","11140","0","Y"
"1114016700103","정동상림원","154.05","2008",,,,"28","6","2014","65000"," 정동","6","15-6","11140","0","Y"
"1114016700103","정동상림원","116.96","2008",,,,"14","8","2014","45000"," 정동","8","15-6","11140","0","Y"
"1114016700103","정동상림원","132.82","2008",,,,"18","9","2014","50000"," 정동","4","15-6","11140","0","Y"
"1114016700103","정동상림원","200.1","2008"," "," ","160000","4","11","2014",," 정동","2","15-6","11140",,"N"
"1114016700103","정동상림원","161.02","2008"," "," ","158840","23","12","2014",," 정동","5","15-6","11140",,"N"
"1114016700103","정동상림원","132.82","2008",,,,"27","4","2015","60000"," 정동","9","15-6","11140","0","Y"
"1114016700103","정동상림원","116.96","2008",,,,"26","5","2015","30000"," 정동","4","15-6","11140","50","Y"
"1114016700103","정동상림원","141.35","2008"," "," ","127500","20","7","2015",," 정동","2","15-6","11140",,"N"
"1114016700103","정동상림원","116.96","2008",,,,"5","8","2015","50000"," 정동","5","15-6","11140","0","Y"
"1114016700103","정동상림원","127.26","2008",,,,"11","9","2015","55000"," 정동","5","15-6","11140","0","Y"
"1114016700103","정동상림원","127.26","2008",,,,"21","9","2015","57000"," 정동","6","15-6","11140","0","Y"
"1114016700103","정동상림원","125.4","2008",,,,"1","10","2015","55000"," 정동","5","15-6","11140","0","Y"
"1114016700103","정동상림원","154.05","2008",,,,"6","10","2015","100000"," 정동","8","15-6","11140","0","Y"
"1114016700103","정동상림원","175.55","2008",,,,"19","10","2015","65000"," 정동","2","15-6","11140","0","Y"
