"1171010800114","618","84.96","2016",,,,"21","7","2016","52000"," 문정동","6","618","11710","0","Y"
"1171010800114","618","84.97","2016",,,,"11","8","2016","55000"," 문정동","13","618","11710","0","Y"
"1171010800114","618","84.97","2016",,,,"4","9","2016","53000"," 문정동","16","618","11710","0","Y"
"1171010800114","618","84.97","2016",,,,"10","9","2016","51000"," 문정동","16","618","11710","0","Y"
"1171010800114","618","84.99","2016",,,,"22","9","2016","55000"," 문정동","19","618","11710","0","Y"
"1171010800114","618","84.96","2016",,,,"24","9","2016","49000"," 문정동","6","618","11710","0","Y"
"1171010800114","618","84.93","2016",,,,"19","10","2016","53000"," 문정동","7","618","11710","0","Y"
"1171010800114","618","84.91","2016",,,,"20","10","2016","40000"," 문정동","12","618","11710","0","Y"
"1171010800114","618","84.97","2016",,,,"20","10","2016","53500"," 문정동","13","618","11710","0","Y"
"1171010800114","618","84.97","2016",,,,"23","10","2016","52000"," 문정동","11","618","11710","0","Y"
