"2635010400161","보라스카이타운","84.71","2004"," "," ","11000","18","5","2006",," 재송동","5","1145-1","26350",,"N"
"2635010400161","보라스카이타운","84.71","2004"," "," ","14000","28","10","2006",," 재송동","10","1145-1","26350",,"N"
"2635010400161","보라스카이타운","84.71","2004"," "," ","14000","16","11","2006",," 재송동","7","1145-1","26350",,"N"
"2635010400161","보라스카이타운","84.71","2004"," "," ","11700","16","4","2007",," 재송동","10","1145-1","26350",,"N"
"2635010400161","보라스카이타운","84.71","2004"," "," ","10900","16","5","2007",," 재송동","8","1145-1","26350",,"N"
"2635010400161","보라스카이타운","84.71","2004"," "," ","11700","8","5","2008",," 재송동","5","1145-1","26350",,"N"
"2635010400161","보라스카이타운","84.71","2004"," "," ","11700","21","6","2008",," 재송동","9","1145-1","26350",,"N"
"2635010400161","보라스카이타운","84.71","2004"," "," ","13000","22","1","2010",," 재송동","7","1145-1","26350",,"N"
"2635010400161","보라스카이타운","84.71","2004"," "," ","13000","3","3","2010",," 재송동","7","1145-1","26350",,"N"
"2635010400161","보라스카이타운","84.71","2004"," "," ","11000","10","5","2010",," 재송동","6","1145-1","26350",,"N"
"2635010400161","보라스카이타운","84.71","2004"," "," ","14300","24","12","2010",," 재송동","10","1145-1","26350",,"N"
"2635010400161","보라스카이타운","84.71","2004"," "," ","19200","2","5","2012",," 재송동","6","1145-1","26350",,"N"
"2635010400161","보라스카이타운","84.71","2004"," "," ","21500","9","6","2012",," 재송동","5","1145-1","26350",,"N"
"2635010400161","보라스카이타운","84.71","2004",,,,"16","10","2013","14000"," 재송동","6","1145-1","26350","0","Y"
"2635010400161","보라스카이타운","84.71","2004"," "," ","19800","5","4","2014",," 재송동","9","1145-1","26350",,"N"
"2635010400161","보라스카이타운","84.71","2004",,,,"16","6","2014","14000"," 재송동","6","1145-1","26350","0","Y"
"2635010400161","보라스카이타운","84.71","2004"," "," ","18300","12","8","2014",," 재송동","10","1145-1","26350",,"N"
"2635010400161","보라스카이타운","84.71","2004",,,,"30","4","2015","15000"," 재송동","6","1145-1","26350","0","Y"
"2635010400161","보라스카이타운","84.71","2004"," "," ","20000","16","7","2015",," 재송동","5","1145-1","26350",,"N"
"2635010400161","보라스카이타운","84.71","2004"," "," ","19400","8","9","2015",," 재송동","6","1145-1","26350",,"N"
"2635010400161","보라스카이타운","84.71","2004"," "," ","20850","23","10","2015",," 재송동","8","1145-1","26350",,"N"
"2635010400161","보라스카이타운","84.71","2004"," "," ","19500","13","1","2016",," 재송동","6","1145-1","26350",,"N"
"2635010400161","보라스카이타운","84.71","2004",,,,"26","2","2016","17000"," 재송동","9","1145-1","26350","0","Y"
"2635010400161","보라스카이타운","84.71","2004"," "," ","23000","26","5","2016",," 재송동","10","1145-1","26350",,"N"
"2635010400161","보라스카이타운","84.71","2004",,,,"28","8","2017","11000"," 재송동","6","1145-1","26350","20","Y"
"2635010400161","보라스카이타운","84.71","2004",,,,"3","9","2018","4000"," 재송동","6","1145-1","26350","40","Y"
"2635010400161","보라스카이타운","84.71","2004"," "," ","15400","10","1","2019",," 재송동","7","1145-1","26350",,"N"
"2635010400161","보라스카이타운","84.71","2004"," "," ","14400","3","6","2019",," 재송동","7","1145-1","26350",,"N"
"2635010400161","보라스카이타운","84.71","2004"," "," ","21000","4","1","2021",""," 재송동","5","1145-1","26350","","N"
"2635010400161","보라스카이타운","84.71","2004"," "," ","24500","10","7","2021",""," 재송동","10","1145-1","26350","","N"
