"1162010100207","무학","59.38","1998"," "," ","14250","9","1","2006",," 봉천동","3","1531-39","11620",,"N"
"1162010100207","무학","59.38","1998"," "," ","14000","27","3","2006",," 봉천동","2","1531-39","11620",,"N"
"1162010100207","무학","81.95","1998"," "," ","18000","20","4","2006",," 봉천동","4","1531-39","11620",,"N"
"1162010100207","무학","59.38","1998"," "," ","13200","5","6","2006",," 봉천동","1","1531-39","11620",,"N"
"1162010100207","무학","59.38","1998"," "," ","14000","11","6","2006",," 봉천동","6","1531-39","11620",,"N"
"1162010100207","무학","82.43","1998"," "," ","18000","28","8","2006",," 봉천동","8","1531-39","11620",,"N"
"1162010100207","무학","59.38","1998"," "," ","14400","1","10","2006",," 봉천동","3","1531-39","11620",,"N"
"1162010100207","무학","59.38","1998"," "," ","13200","10","10","2006",," 봉천동","2","1531-39","11620",,"N"
"1162010100207","무학","59.38","1998"," "," ","14000","14","10","2006",," 봉천동","8","1531-39","11620",,"N"
"1162010100207","무학","59.38","1998"," "," ","14700","2","11","2006",," 봉천동","3","1531-39","11620",,"N"
"1162010100207","무학","59.38","1998"," "," ","15100","26","11","2006",," 봉천동","6","1531-39","11620",,"N"
"1162010100207","무학","82.43","1998"," "," ","23300","1","12","2006",," 봉천동","2","1531-39","11620",,"N"
"1162010100207","무학","59.38","1998"," "," ","15400","16","12","2006",," 봉천동","2","1531-39","11620",,"N"
"1162010100207","무학","82.43","1998"," "," ","23400","16","12","2006",," 봉천동","8","1531-39","11620",,"N"
"1162010100207","무학","59.38","1998"," "," ","16000","20","1","2007",," 봉천동","10","1531-39","11620",,"N"
"1162010100207","무학","59.38","1998"," "," ","15800","3","5","2007",," 봉천동","4","1531-39","11620",,"N"
"1162010100207","무학","59.38","1998"," "," ","20650","17","12","2007",," 봉천동","4","1531-39","11620",,"N"
"1162010100207","무학","59.38","1998"," "," ","20400","23","12","2007",," 봉천동","4","1531-39","11620",,"N"
"1162010100207","무학","82.43","1998"," "," ","32300","15","5","2008",," 봉천동","6","1531-39","11620",,"N"
"1162010100207","무학","82.43","1998"," "," ","32000","20","5","2008",," 봉천동","5","1531-39","11620",,"N"
"1162010100207","무학","59.38","1998"," "," ","25000","29","5","2008",," 봉천동","6","1531-39","11620",,"N"
"1162010100207","무학","59.38","1998"," "," ","25200","5","6","2008",," 봉천동","5","1531-39","11620",,"N"
"1162010100207","무학","59.38","1998"," "," ","26000","4","8","2008",," 봉천동","8","1531-39","11620",,"N"
"1162010100207","무학","59.38","1998"," "," ","22500","9","9","2008",," 봉천동","1","1531-39","11620",,"N"
"1162010100207","무학","59.38","1998"," "," ","20500","14","11","2008",," 봉천동","3","1531-39","11620",,"N"
"1162010100207","무학","59.38","1998"," "," ","24000","8","1","2011",," 봉천동","3","1531-39","11620",,"N"
"1162010100207","무학","82.43","1998",,,,"27","1","2011","16500"," 봉천동","4","1531-39","11620","0","Y"
"1162010100207","무학","59.38","1998",,,,"28","2","2011","17000"," 봉천동","2","1531-39","11620","0","Y"
"1162010100207","무학","59.38","1998",,,,"20","4","2011","16500"," 봉천동","5","1531-39","11620","0","Y"
"1162010100207","무학","59.38","1998",,,,"27","6","2011","16000"," 봉천동","4","1531-39","11620","0","Y"
"1162010100207","무학","75.23","1998",,,,"24","9","2011","17000"," 봉천동","7","1531-39","11620","0","Y"
"1162010100207","무학","59.38","1998"," "," ","23050","26","9","2011",," 봉천동","2","1531-39","11620",,"N"
"1162010100207","무학","59.38","1998"," "," ","22500","17","10","2011",," 봉천동","4","1531-39","11620",,"N"
"1162010100207","무학","59.38","1998",,,,"28","11","2011","17000"," 봉천동","3","1531-39","11620","0","Y"
"1162010100207","무학","59.38","1998",,,,"2","2","2012","18000"," 봉천동","7","1531-39","11620","0","Y"
"1162010100207","무학","81.95","1998",,,,"8","2","2012","23000"," 봉천동","2","1531-39","11620","0","Y"
"1162010100207","무학","59.38","1998",,,,"18","2","2012","18000"," 봉천동","4","1531-39","11620","0","Y"
"1162010100207","무학","59.38","1998"," "," ","25000","21","2","2012",," 봉천동","6","1531-39","11620",,"N"
